
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.232644,,Surface,1,0,
0.4489,,Surface,1,1,
0.466877,,Surface,1,2,
0.409443,,Surface,1,3,
0.523291,,Surface,1,4,
0.611856,,Surface,1,5,
0.644814,,Surface,1,6,
0.513524,,Surface,1,7,
0.600928,,Surface,1,8,
0.362328,,Surface,1,9,
0.499673,,Surface,1,10,
0.329726,,Surface,1,11,
0.603973,,Surface,1,12,
0.474777,,Surface,1,13,
0.789361,,Surface,1,14,
0.440131,,Surface,1,15,
0.640057,,Surface,1,16,
0.314246,,Surface,1,17,
0.309899,,Surface,1,18,
