
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.568531,,Surface,1,0,
0.553562,,Surface,1,1,
0.284427,,Surface,1,2,
0.236667,,Surface,1,3,
0.507731,,Surface,1,4,
0.434741,,Surface,1,5,
0.352573,,Surface,1,6,
0.175835,,Surface,1,7,
0.536223,,Surface,1,8,
0.56626,,Surface,1,9,
0.33505,,Surface,1,10,
0.430365,,Surface,1,11,
0.30941,,Surface,1,12,
0.721644,,Surface,1,13,
0.414758,,Surface,1,14,
0.440526,,Surface,1,15,
0.54161,,Surface,1,16,
0.81985,,Surface,1,17,
0.361189,,Surface,1,18,
