
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.0539136,,Surface,1,0,
0.288222,,Surface,1,1,
0.200776,,Surface,1,2,
0.356118,,Surface,1,3,
0.348992,,Surface,1,4,
0.422548,,Surface,1,5,
0.498796,,Surface,1,6,
0.46804,,Surface,1,7,
0.323807,,Surface,1,8,
0.204282,,Surface,1,9,
0.405797,,Surface,1,10,
0.38962,,Surface,1,11,
0.400223,,Surface,1,12,
0.117239,,Surface,1,13,
0.338129,,Surface,1,14,
0.189549,,Surface,1,15,
0.253189,,Surface,1,16,
0.0832939,,Surface,1,17,
0.342199,,Surface,1,18,
