
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Surface,2,Image 1,1,0,
19,,Surface,2,Image 1,1,1,
44,,Surface,2,Image 1,1,2,
37,,Surface,2,Image 1,1,3,
10,,Surface,2,Image 1,1,4,
32,,Surface,2,Image 1,1,5,
9,,Surface,2,Image 1,1,6,
20,,Surface,2,Image 1,1,7,
27,,Surface,2,Image 1,1,8,
0,,Surface,2,Image 1,1,9,
25,,Surface,2,Image 1,1,10,
9,,Surface,2,Image 1,1,11,
35,,Surface,2,Image 1,1,12,
69,,Surface,2,Image 1,1,13,
6,,Surface,2,Image 1,1,14,
58,,Surface,2,Image 1,1,15,
32,,Surface,2,Image 1,1,16,
1,,Surface,2,Image 1,1,17,
8,,Surface,2,Image 1,1,18,
