
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
231.534,185.296,21.7606,um,Surface,Position,1,0,
312.169,313.252,25.0776,um,Surface,Position,1,1,
224.914,327.181,26.0902,um,Surface,Position,1,2,
329.062,213.663,23.9591,um,Surface,Position,1,3,
280.279,273.459,22.8456,um,Surface,Position,1,4,
344.811,165.09,29.3534,um,Surface,Position,1,5,
164.464,322.645,35.445,um,Surface,Position,1,6,
300.512,128.715,28.8968,um,Surface,Position,1,7,
341.098,37.0212,19.3038,um,Surface,Position,1,8,
322.294,86.2217,28.3746,um,Surface,Position,1,9,
110.74,238.743,30.1983,um,Surface,Position,1,10,
30.9124,343.705,32.0002,um,Surface,Position,1,11,
109.615,216.492,26.8679,um,Surface,Position,1,12,
268.7,48.7612,23.2317,um,Surface,Position,1,13,
10.5419,285.964,34.0558,um,Surface,Position,1,14,
168.635,137.38,24.2192,um,Surface,Position,1,15,
98.2481,95.7866,25.453,um,Surface,Position,1,16,
34.2608,162.37,23.3504,um,Surface,Position,1,17,
7.46339,34.1034,29.8761,um,Surface,Position,1,18,
