
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
737,,Surface,4,Image 1,1,0,
932,,Surface,4,Image 1,1,1,
1327,,Surface,4,Image 1,1,2,
1153,,Surface,4,Image 1,1,3,
962,,Surface,4,Image 1,1,4,
1027,,Surface,4,Image 1,1,5,
993,,Surface,4,Image 1,1,6,
1209,,Surface,4,Image 1,1,7,
1203,,Surface,4,Image 1,1,8,
1050,,Surface,4,Image 1,1,9,
1308,,Surface,4,Image 1,1,10,
1067,,Surface,4,Image 1,1,11,
1497,,Surface,4,Image 1,1,12,
1362,,Surface,4,Image 1,1,13,
1303,,Surface,4,Image 1,1,14,
854,,Surface,4,Image 1,1,15,
1288,,Surface,4,Image 1,1,16,
955,,Surface,4,Image 1,1,17,
1283,,Surface,4,Image 1,1,18,
