
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
833.853,,Surface,6,Image 1,1,0,
630.255,,Surface,6,Image 1,1,1,
477.055,,Surface,6,Image 1,1,2,
480.322,,Surface,6,Image 1,1,3,
582.143,,Surface,6,Image 1,1,4,
755.721,,Surface,6,Image 1,1,5,
671.612,,Surface,6,Image 1,1,6,
3028.88,,Surface,6,Image 1,1,7,
889.995,,Surface,6,Image 1,1,8,
1173.83,,Surface,6,Image 1,1,9,
617.806,,Surface,6,Image 1,1,10,
1144.75,,Surface,6,Image 1,1,11,
836.096,,Surface,6,Image 1,1,12,
655.976,,Surface,6,Image 1,1,13,
2729.5,,Surface,6,Image 1,1,14,
2041.3,,Surface,6,Image 1,1,15,
739.279,,Surface,6,Image 1,1,16,
745.457,,Surface,6,Image 1,1,17,
1472.24,,Surface,6,Image 1,1,18,
