
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
297.349,um,Surface,Distance from Origin,1,0,
442.95,um,Surface,Distance from Origin,1,1,
397.887,um,Surface,Distance from Origin,1,2,
393.074,um,Surface,Distance from Origin,1,3,
392.247,um,Surface,Distance from Origin,1,4,
383.42,um,Surface,Distance from Origin,1,5,
363.874,um,Surface,Distance from Origin,1,6,
328.192,um,Surface,Distance from Origin,1,7,
343.644,um,Surface,Distance from Origin,1,8,
334.833,um,Surface,Distance from Origin,1,9,
264.903,um,Surface,Distance from Origin,1,10,
346.573,um,Surface,Distance from Origin,1,11,
244.144,um,Surface,Distance from Origin,1,12,
274.075,um,Surface,Distance from Origin,1,13,
288.178,um,Surface,Distance from Origin,1,14,
218.855,um,Surface,Distance from Origin,1,15,
139.555,um,Surface,Distance from Origin,1,16,
167.58,um,Surface,Distance from Origin,1,17,
45.9491,um,Surface,Distance from Origin,1,18,
