
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
4848.04,,Surface,3,Image 1,1,0,
5351.56,,Surface,3,Image 1,1,1,
6257.48,,Surface,3,Image 1,1,2,
5781.45,,Surface,3,Image 1,1,3,
8723.65,,Surface,3,Image 1,1,4,
4077.88,,Surface,3,Image 1,1,5,
5906.72,,Surface,3,Image 1,1,6,
5493.05,,Surface,3,Image 1,1,7,
6501.74,,Surface,3,Image 1,1,8,
5183.57,,Surface,3,Image 1,1,9,
5595.92,,Surface,3,Image 1,1,10,
5838.62,,Surface,3,Image 1,1,11,
5322.1,,Surface,3,Image 1,1,12,
9551.89,,Surface,3,Image 1,1,13,
