
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2346.87,,Surface,5,Image 1,1,0,
2756.44,,Surface,5,Image 1,1,1,
4087.31,,Surface,5,Image 1,1,2,
2530.79,,Surface,5,Image 1,1,3,
1602.04,,Surface,5,Image 1,1,4,
2397.77,,Surface,5,Image 1,1,5,
885.884,,Surface,5,Image 1,1,6,
2914.3,,Surface,5,Image 1,1,7,
1767.49,,Surface,5,Image 1,1,8,
3438.85,,Surface,5,Image 1,1,9,
3726.09,,Surface,5,Image 1,1,10,
1203.09,,Surface,5,Image 1,1,11,
2506.65,,Surface,5,Image 1,1,12,
3491.12,,Surface,5,Image 1,1,13,
