
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
416.608,um,Surface,Distance from Origin,1,0,
402.322,um,Surface,Distance from Origin,1,1,
382.702,um,Surface,Distance from Origin,1,2,
332.939,um,Surface,Distance from Origin,1,3,
354.087,um,Surface,Distance from Origin,1,4,
316.254,um,Surface,Distance from Origin,1,5,
347.811,um,Surface,Distance from Origin,1,6,
295.909,um,Surface,Distance from Origin,1,7,
208.521,um,Surface,Distance from Origin,1,8,
216.978,um,Surface,Distance from Origin,1,9,
218.985,um,Surface,Distance from Origin,1,10,
162.239,um,Surface,Distance from Origin,1,11,
166.896,um,Surface,Distance from Origin,1,12,
89.4996,um,Surface,Distance from Origin,1,13,
