
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1880,,Surface,4,Image 1,1,0,
2449,,Surface,4,Image 1,1,1,
1327,,Surface,4,Image 1,1,2,
2620,,Surface,4,Image 1,1,3,
1916,,Surface,4,Image 1,1,4,
2251,,Surface,4,Image 1,1,5,
2446,,Surface,4,Image 1,1,6,
1837,,Surface,4,Image 1,1,7,
2121,,Surface,4,Image 1,1,8,
2759,,Surface,4,Image 1,1,9,
2702,,Surface,4,Image 1,1,10,
2891,,Surface,4,Image 1,1,11,
2422,,Surface,4,Image 1,1,12,
3204,,Surface,4,Image 1,1,13,
