
Intensity Median Ch=7 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
11.592,,Surface,7,Image 1,1,0,
0,,Surface,7,Image 1,1,1,
12.224,,Surface,7,Image 1,1,2,
6.39999,,Surface,7,Image 1,1,3,
938.564,,Surface,7,Image 1,1,4,
5.638,,Surface,7,Image 1,1,5,
3.282,,Surface,7,Image 1,1,6,
20.3691,,Surface,7,Image 1,1,7,
0,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
3.83997,,Surface,7,Image 1,1,10,
14.408,,Surface,7,Image 1,1,11,
9.168,,Surface,7,Image 1,1,12,
768.798,,Surface,7,Image 1,1,13,
