
Intensity StdDev Ch=8 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
118.706,,Surface,8,Image 1,1,0,
323.969,,Surface,8,Image 1,1,1,
855.432,,Surface,8,Image 1,1,2,
0,,Surface,8,Image 1,1,3,
0,,Surface,8,Image 1,1,4,
39.5356,,Surface,8,Image 1,1,5,
0,,Surface,8,Image 1,1,6,
2559.45,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
288.987,,Surface,8,Image 1,1,10,
4205.35,,Surface,8,Image 1,1,11,
239.472,,Surface,8,Image 1,1,12,
0,,Surface,8,Image 1,1,13,
