
Intensity Median Ch=1 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
2971.58,,Surface,1,Image 1,1,0,
5054.89,,Surface,1,Image 1,1,1,
2761,,Surface,1,Image 1,1,2,
2166.08,,Surface,1,Image 1,1,3,
2007.05,,Surface,1,Image 1,1,4,
2084.66,,Surface,1,Image 1,1,5,
2119.97,,Surface,1,Image 1,1,6,
2187.1,,Surface,1,Image 1,1,7,
2114.56,,Surface,1,Image 1,1,8,
2249.73,,Surface,1,Image 1,1,9,
2102.28,,Surface,1,Image 1,1,10,
1793.62,,Surface,1,Image 1,1,11,
1738.27,,Surface,1,Image 1,1,12,
3002.25,,Surface,1,Image 1,1,13,
2795.6,,Surface,1,Image 1,1,14,
2576.86,,Surface,1,Image 1,1,15,
2008.78,,Surface,1,Image 1,1,16,
3609.06,,Surface,1,Image 1,1,17,
1721.64,,Surface,1,Image 1,1,18,
1839.97,,Surface,1,Image 1,1,19,
1300.08,,Surface,1,Image 1,1,20,
1703.27,,Surface,1,Image 1,1,21,
2699.9,,Surface,1,Image 1,1,22,
1777.65,,Surface,1,Image 1,1,23,
2794.04,,Surface,1,Image 1,1,24,
1579,,Surface,1,Image 1,1,25,
1877.22,,Surface,1,Image 1,1,26,
1885.41,,Surface,1,Image 1,1,27,
2109.24,,Surface,1,Image 1,1,28,
2189,,Surface,1,Image 1,1,29,
2717.9,,Surface,1,Image 1,1,30,
2228.25,,Surface,1,Image 1,1,31,
4798.72,,Surface,1,Image 1,1,32,
