
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
6.46341e+08,,Surface,4,Image 1,1,0,
4.18959e+08,,Surface,4,Image 1,1,1,
1.29714e+09,,Surface,4,Image 1,1,2,
1.35963e+10,,Surface,4,Image 1,1,3,
5.051e+08,,Surface,4,Image 1,1,4,
1.08887e+10,,Surface,4,Image 1,1,5,
4.09983e+08,,Surface,4,Image 1,1,6,
7.42943e+08,,Surface,4,Image 1,1,7,
3.47556e+08,,Surface,4,Image 1,1,8,
3.02467e+10,,Surface,4,Image 1,1,9,
4.87024e+08,,Surface,4,Image 1,1,10,
5.17032e+08,,Surface,4,Image 1,1,11,
4.05069e+09,,Surface,4,Image 1,1,12,
8.2037e+08,,Surface,4,Image 1,1,13,
6.58109e+08,,Surface,4,Image 1,1,14,
3.45143e+09,,Surface,4,Image 1,1,15,
5.92898e+09,,Surface,4,Image 1,1,16,
5.92929e+08,,Surface,4,Image 1,1,17,
5.10284e+08,,Surface,4,Image 1,1,18,
4.23742e+08,,Surface,4,Image 1,1,19,
1.9233e+09,,Surface,4,Image 1,1,20,
6.79116e+08,,Surface,4,Image 1,1,21,
4.89373e+08,,Surface,4,Image 1,1,22,
1.42422e+09,,Surface,4,Image 1,1,23,
1.07582e+09,,Surface,4,Image 1,1,24,
7.6937e+08,,Surface,4,Image 1,1,25,
3.92526e+08,,Surface,4,Image 1,1,26,
6.93205e+08,,Surface,4,Image 1,1,27,
1.6309e+09,,Surface,4,Image 1,1,28,
2.02933e+10,,Surface,4,Image 1,1,29,
1.18428e+09,,Surface,4,Image 1,1,30,
1.83061e+09,,Surface,4,Image 1,1,31,
3.71234e+09,,Surface,4,Image 1,1,32,
