
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2097.12,,Surface,2,Image 1,1,0,
2004.82,,Surface,2,Image 1,1,1,
3065.66,,Surface,2,Image 1,1,2,
2222.86,,Surface,2,Image 1,1,3,
2172.39,,Surface,2,Image 1,1,4,
1986.38,,Surface,2,Image 1,1,5,
3369.79,,Surface,2,Image 1,1,6,
2185.94,,Surface,2,Image 1,1,7,
1912.8,,Surface,2,Image 1,1,8,
2126.6,,Surface,2,Image 1,1,9,
2815.38,,Surface,2,Image 1,1,10,
2206.7,,Surface,2,Image 1,1,11,
1603.24,,Surface,2,Image 1,1,12,
2615.98,,Surface,2,Image 1,1,13,
2699.63,,Surface,2,Image 1,1,14,
2639.19,,Surface,2,Image 1,1,15,
1743.26,,Surface,2,Image 1,1,16,
2208.96,,Surface,2,Image 1,1,17,
1872.01,,Surface,2,Image 1,1,18,
1789.21,,Surface,2,Image 1,1,19,
1444.72,,Surface,2,Image 1,1,20,
1462.57,,Surface,2,Image 1,1,21,
2457.91,,Surface,2,Image 1,1,22,
1606.19,,Surface,2,Image 1,1,23,
1805.16,,Surface,2,Image 1,1,24,
1349.06,,Surface,2,Image 1,1,25,
2029.31,,Surface,2,Image 1,1,26,
1742.24,,Surface,2,Image 1,1,27,
1902.83,,Surface,2,Image 1,1,28,
1875.43,,Surface,2,Image 1,1,29,
1769.61,,Surface,2,Image 1,1,30,
1400.87,,Surface,2,Image 1,1,31,
1522.11,,Surface,2,Image 1,1,32,
