
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
437.239,,Surface,7,Image 1,1,0,
0,,Surface,7,Image 1,1,1,
1562.79,,Surface,7,Image 1,1,2,
3028.93,,Surface,7,Image 1,1,3,
0,,Surface,7,Image 1,1,4,
1061.49,,Surface,7,Image 1,1,5,
0,,Surface,7,Image 1,1,6,
206.239,,Surface,7,Image 1,1,7,
0,,Surface,7,Image 1,1,8,
894.477,,Surface,7,Image 1,1,9,
0,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
0,,Surface,7,Image 1,1,12,
637.729,,Surface,7,Image 1,1,13,
243.888,,Surface,7,Image 1,1,14,
1964.99,,Surface,7,Image 1,1,15,
668.89,,Surface,7,Image 1,1,16,
0,,Surface,7,Image 1,1,17,
0,,Surface,7,Image 1,1,18,
0,,Surface,7,Image 1,1,19,
0,,Surface,7,Image 1,1,20,
0,,Surface,7,Image 1,1,21,
841.766,,Surface,7,Image 1,1,22,
0,,Surface,7,Image 1,1,23,
0,,Surface,7,Image 1,1,24,
0,,Surface,7,Image 1,1,25,
0,,Surface,7,Image 1,1,26,
0,,Surface,7,Image 1,1,27,
25.2771,,Surface,7,Image 1,1,28,
0,,Surface,7,Image 1,1,29,
0,,Surface,7,Image 1,1,30,
0,,Surface,7,Image 1,1,31,
70.8415,,Surface,7,Image 1,1,32,
