
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
22.0732,um,Surface,Image 1,1,0,
0.414001,um,Surface,Image 1,1,1,
26.7108,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
21.4333,um,Surface,Image 1,1,4,
5.25314,um,Surface,Image 1,1,5,
15.107,um,Surface,Image 1,1,6,
75.3177,um,Surface,Image 1,1,7,
25.8262,um,Surface,Image 1,1,8,
43.2296,um,Surface,Image 1,1,9,
42.5487,um,Surface,Image 1,1,10,
71.8887,um,Surface,Image 1,1,11,
35.9672,um,Surface,Image 1,1,12,
102.98,um,Surface,Image 1,1,13,
116.878,um,Surface,Image 1,1,14,
103.33,um,Surface,Image 1,1,15,
57.8419,um,Surface,Image 1,1,16,
126.194,um,Surface,Image 1,1,17,
97.3927,um,Surface,Image 1,1,18,
0,um,Surface,Image 1,1,19,
82.7908,um,Surface,Image 1,1,20,
0,um,Surface,Image 1,1,21,
125.558,um,Surface,Image 1,1,22,
81.4391,um,Surface,Image 1,1,23,
0,um,Surface,Image 1,1,24,
15.5022,um,Surface,Image 1,1,25,
74.5274,um,Surface,Image 1,1,26,
62.7696,um,Surface,Image 1,1,27,
28.9924,um,Surface,Image 1,1,28,
0.54451,um,Surface,Image 1,1,29,
0,um,Surface,Image 1,1,30,
0,um,Surface,Image 1,1,31,
9.41766,um,Surface,Image 1,1,32,
