
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
442.149,um,Surface,Distance from Origin,1,0,
417.967,um,Surface,Distance from Origin,1,1,
415.22,um,Surface,Distance from Origin,1,2,
423.544,um,Surface,Distance from Origin,1,3,
382.408,um,Surface,Distance from Origin,1,4,
358.128,um,Surface,Distance from Origin,1,5,
344.896,um,Surface,Distance from Origin,1,6,
317.716,um,Surface,Distance from Origin,1,7,
333.735,um,Surface,Distance from Origin,1,8,
350.992,um,Surface,Distance from Origin,1,9,
313.554,um,Surface,Distance from Origin,1,10,
293.118,um,Surface,Distance from Origin,1,11,
314.489,um,Surface,Distance from Origin,1,12,
276.738,um,Surface,Distance from Origin,1,13,
253.726,um,Surface,Distance from Origin,1,14,
270,um,Surface,Distance from Origin,1,15,
283.072,um,Surface,Distance from Origin,1,16,
241.736,um,Surface,Distance from Origin,1,17,
250.625,um,Surface,Distance from Origin,1,18,
319.052,um,Surface,Distance from Origin,1,19,
247.537,um,Surface,Distance from Origin,1,20,
301.702,um,Surface,Distance from Origin,1,21,
198.221,um,Surface,Distance from Origin,1,22,
211.06,um,Surface,Distance from Origin,1,23,
266.848,um,Surface,Distance from Origin,1,24,
215.636,um,Surface,Distance from Origin,1,25,
181.111,um,Surface,Distance from Origin,1,26,
168.746,um,Surface,Distance from Origin,1,27,
220.027,um,Surface,Distance from Origin,1,28,
252.182,um,Surface,Distance from Origin,1,29,
130.4,um,Surface,Distance from Origin,1,30,
66.2594,um,Surface,Distance from Origin,1,31,
105.301,um,Surface,Distance from Origin,1,32,
