
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
319.051,305.129,24.4651,um,Surface,Position,1,0,
338.984,243.374,23.5595,um,Surface,Position,1,1,
310.961,274.213,22.7654,um,Surface,Position,1,2,
253.091,338.438,28.1945,um,Surface,Position,1,3,
318.137,210.741,24.7491,um,Surface,Position,1,4,
312.393,172.799,28.4117,um,Surface,Position,1,5,
115.93,323.946,23.9337,um,Surface,Position,1,6,
181.025,259.937,24.6254,um,Surface,Position,1,7,
314.262,110.357,20.9596,um,Surface,Position,1,8,
237.699,256.808,27.2883,um,Surface,Position,1,9,
146.712,275.961,25.2501,um,Surface,Position,1,10,
265.783,120.92,25.6084,um,Surface,Position,1,11,
101.7,296.18,28.9369,um,Surface,Position,1,12,
163.666,221.917,23.4679,um,Surface,Position,1,13,
129.998,216.331,26.0407,um,Surface,Position,1,14,
204.648,174.505,23.821,um,Surface,Position,1,15,
267.745,87.5838,27.7663,um,Surface,Position,1,16,
196.99,138.106,23.6244,um,Surface,Position,1,17,
109.995,223.446,28.034,um,Surface,Position,1,18,
317.842,14.2269,23.8377,um,Surface,Position,1,19,
225.039,98.5004,30.4887,um,Surface,Position,1,20,
5.87571,300.545,25.7402,um,Surface,Position,1,21,
139.196,138.964,24.6007,um,Surface,Position,1,22,
96.2856,185.748,27.8098,um,Surface,Position,1,23,
265.428,12.0369,24.7252,um,Surface,Position,1,24,
211.313,30.1761,30.579,um,Surface,Position,1,25,
91.4455,154.449,24.178,um,Surface,Position,1,26,
149.697,74.6814,22.1051,um,Surface,Position,1,27,
210.502,58.5128,26.0203,um,Surface,Position,1,28,
51.2988,245.515,26.1982,um,Surface,Position,1,29,
7.57806,128.013,23.6493,um,Surface,Position,1,30,
7.33733,60.4521,26.1154,um,Surface,Position,1,31,
99.2112,27.5442,22.063,um,Surface,Position,1,32,
