
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
13170.2,,Surface,4,Image 1,1,0,
9848.6,,Surface,4,Image 1,1,1,
14571.3,,Surface,4,Image 1,1,2,
18104.7,,Surface,4,Image 1,1,3,
9525.15,,Surface,4,Image 1,1,4,
17997.7,,Surface,4,Image 1,1,5,
9827,,Surface,4,Image 1,1,6,
10190.1,,Surface,4,Image 1,1,7,
10064.7,,Surface,4,Image 1,1,8,
15881.3,,Surface,4,Image 1,1,9,
9104.62,,Surface,4,Image 1,1,10,
10226.1,,Surface,4,Image 1,1,11,
14492.4,,Surface,4,Image 1,1,12,
10396,,Surface,4,Image 1,1,13,
9632.75,,Surface,4,Image 1,1,14,
12375.1,,Surface,4,Image 1,1,15,
14777.8,,Surface,4,Image 1,1,16,
9985.33,,Surface,4,Image 1,1,17,
10206.5,,Surface,4,Image 1,1,18,
8800.83,,Surface,4,Image 1,1,19,
16195.4,,Surface,4,Image 1,1,20,
12891.4,,Surface,4,Image 1,1,21,
9556.57,,Surface,4,Image 1,1,22,
14088.3,,Surface,4,Image 1,1,23,
11583.9,,Surface,4,Image 1,1,24,
13346,,Surface,4,Image 1,1,25,
10112.5,,Surface,4,Image 1,1,26,
17718.2,,Surface,4,Image 1,1,27,
11008,,Surface,4,Image 1,1,28,
14868.8,,Surface,4,Image 1,1,29,
13457.7,,Surface,4,Image 1,1,30,
15754.5,,Surface,4,Image 1,1,31,
34157.2,,Surface,4,Image 1,1,32,
