
Area
 ==================== 
Area,Unit,Category,Time,ID,
1187.87,um^2,Surface,1,0,
1170.86,um^2,Surface,1,1,
1706.2,um^2,Surface,1,2,
8988.35,um^2,Surface,1,3,
1751.64,um^2,Surface,1,4,
7818.11,um^2,Surface,1,5,
1190.41,um^2,Surface,1,6,
1884.73,um^2,Surface,1,7,
1183.98,um^2,Surface,1,8,
24422.2,um^2,Surface,1,9,
2079.34,um^2,Surface,1,10,
1151.65,um^2,Surface,1,11,
4577.84,um^2,Surface,1,12,
2314.14,um^2,Surface,1,13,
1835.75,um^2,Surface,1,14,
6249.84,um^2,Surface,1,15,
5355.32,um^2,Surface,1,16,
1601.02,um^2,Surface,1,17,
1523.44,um^2,Surface,1,18,
1600.17,um^2,Surface,1,19,
1962.37,um^2,Surface,1,20,
1298.53,um^2,Surface,1,21,
1425.57,um^2,Surface,1,22,
1978.43,um^2,Surface,1,23,
2259.06,um^2,Surface,1,24,
1253.1,um^2,Surface,1,25,
989.401,um^2,Surface,1,26,
779.72,um^2,Surface,1,27,
3915.09,um^2,Surface,1,28,
23087.3,um^2,Surface,1,29,
1969.04,um^2,Surface,1,30,
1747.47,um^2,Surface,1,31,
1466.6,um^2,Surface,1,32,
