
Intensity Median Ch=5 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
19.952,,Surface,5,Image 1,1,0,
11.88,,Surface,5,Image 1,1,1,
0,,Surface,5,Image 1,1,2,
22.056,,Surface,5,Image 1,1,3,
0,,Surface,5,Image 1,1,4,
31.36,,Surface,5,Image 1,1,5,
6.56,,Surface,5,Image 1,1,6,
21.172,,Surface,5,Image 1,1,7,
16.7681,,Surface,5,Image 1,1,8,
30.336,,Surface,5,Image 1,1,9,
16.3926,,Surface,5,Image 1,1,10,
6.22,,Surface,5,Image 1,1,11,
3.36035,,Surface,5,Image 1,1,12,
0,,Surface,5,Image 1,1,13,
12.792,,Surface,5,Image 1,1,14,
27.684,,Surface,5,Image 1,1,15,
24.916,,Surface,5,Image 1,1,16,
0,,Surface,5,Image 1,1,17,
15.328,,Surface,5,Image 1,1,18,
20.192,,Surface,5,Image 1,1,19,
105.56,,Surface,5,Image 1,1,20,
13.68,,Surface,5,Image 1,1,21,
0,,Surface,5,Image 1,1,22,
21.7119,,Surface,5,Image 1,1,23,
28.096,,Surface,5,Image 1,1,24,
824.064,,Surface,5,Image 1,1,25,
8.09601,,Surface,5,Image 1,1,26,
1083.61,,Surface,5,Image 1,1,27,
24.888,,Surface,5,Image 1,1,28,
0,,Surface,5,Image 1,1,29,
22.7363,,Surface,5,Image 1,1,30,
13.536,,Surface,5,Image 1,1,31,
24.616,,Surface,5,Image 1,1,32,
