
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
437.833,um,Surface,Distance from Origin,1,0,
351.879,um,Surface,Distance from Origin,1,1,
321.27,um,Surface,Distance from Origin,1,2,
292.002,um,Surface,Distance from Origin,1,3,
344.935,um,Surface,Distance from Origin,1,4,
313.764,um,Surface,Distance from Origin,1,5,
348.05,um,Surface,Distance from Origin,1,6,
312.681,um,Surface,Distance from Origin,1,7,
288.063,um,Surface,Distance from Origin,1,8,
279.866,um,Surface,Distance from Origin,1,9,
277.026,um,Surface,Distance from Origin,1,10,
229.69,um,Surface,Distance from Origin,1,11,
183.33,um,Surface,Distance from Origin,1,12,
79.4276,um,Surface,Distance from Origin,1,13,
