
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
203769,,Surface,5,Image 1,1,0,
4.93353e+06,,Surface,5,Image 1,1,1,
0,,Surface,5,Image 1,1,2,
0,,Surface,5,Image 1,1,3,
0,,Surface,5,Image 1,1,4,
2.25941e+06,,Surface,5,Image 1,1,5,
446603,,Surface,5,Image 1,1,6,
0,,Surface,5,Image 1,1,7,
1.27782e+07,,Surface,5,Image 1,1,8,
0,,Surface,5,Image 1,1,9,
0,,Surface,5,Image 1,1,10,
5.32132e+07,,Surface,5,Image 1,1,11,
8.14424e+06,,Surface,5,Image 1,1,12,
2.38254e+06,,Surface,5,Image 1,1,13,
