
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
5758,,Surface,4,Image 1,1,0,
6561,,Surface,4,Image 1,1,1,
7055,,Surface,4,Image 1,1,2,
4348,,Surface,4,Image 1,1,3,
6364,,Surface,4,Image 1,1,4,
5420,,Surface,4,Image 1,1,5,
5819,,Surface,4,Image 1,1,6,
6481,,Surface,4,Image 1,1,7,
6936,,Surface,4,Image 1,1,8,
6877,,Surface,4,Image 1,1,9,
6050,,Surface,4,Image 1,1,10,
4831,,Surface,4,Image 1,1,11,
6175,,Surface,4,Image 1,1,12,
5252,,Surface,4,Image 1,1,13,
