
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2291.51,,Surface,1,Image 1,1,0,
3031.48,,Surface,1,Image 1,1,1,
3563.31,,Surface,1,Image 1,1,2,
6197.18,,Surface,1,Image 1,1,3,
3013.14,,Surface,1,Image 1,1,4,
4370.78,,Surface,1,Image 1,1,5,
3135.01,,Surface,1,Image 1,1,6,
3686.3,,Surface,1,Image 1,1,7,
3402.45,,Surface,1,Image 1,1,8,
2254.93,,Surface,1,Image 1,1,9,
3112.69,,Surface,1,Image 1,1,10,
4085.73,,Surface,1,Image 1,1,11,
3401.59,,Surface,1,Image 1,1,12,
3635.94,,Surface,1,Image 1,1,13,
