
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
339.63,276.114,10.5218,um,Surface,Position,1,0,
164.925,310.671,10.0982,um,Surface,Position,1,1,
210.319,242.743,7.49539,um,Surface,Position,1,2,
168.337,238.17,14.2343,um,Surface,Position,1,3,
80.8953,335.117,11.5242,um,Surface,Position,1,4,
95.0103,298.831,10.9977,um,Surface,Position,1,5,
346.283,34.4095,6.54495,um,Surface,Position,1,6,
309.774,42.0401,6.46958,um,Surface,Position,1,7,
247.14,147.814,7.31465,um,Surface,Position,1,8,
264.92,89.1244,14.1191,um,Surface,Position,1,9,
12.0469,276.518,11.6477,um,Surface,Position,1,10,
161.461,163.068,9.84233,um,Surface,Position,1,11,
49.0212,176.325,10.7777,um,Surface,Position,1,12,
77.3217,16.4489,7.71531,um,Surface,Position,1,13,
