
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1079,,Surface,3,Image 1,1,0,
1706,,Surface,3,Image 1,1,1,
1824,,Surface,3,Image 1,1,2,
643,,Surface,3,Image 1,1,3,
833,,Surface,3,Image 1,1,4,
1610,,Surface,3,Image 1,1,5,
1091,,Surface,3,Image 1,1,6,
1316,,Surface,3,Image 1,1,7,
1690,,Surface,3,Image 1,1,8,
448,,Surface,3,Image 1,1,9,
996,,Surface,3,Image 1,1,10,
668,,Surface,3,Image 1,1,11,
892,,Surface,3,Image 1,1,12,
649,,Surface,3,Image 1,1,13,
