
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
171.92,,Surface,6,Image 1,1,0,
773.117,,Surface,6,Image 1,1,1,
547.176,,Surface,6,Image 1,1,2,
574.358,,Surface,6,Image 1,1,3,
369.018,,Surface,6,Image 1,1,4,
952.129,,Surface,6,Image 1,1,5,
591.15,,Surface,6,Image 1,1,6,
1012.29,,Surface,6,Image 1,1,7,
1097.65,,Surface,6,Image 1,1,8,
171.571,,Surface,6,Image 1,1,9,
539.94,,Surface,6,Image 1,1,10,
422.756,,Surface,6,Image 1,1,11,
722.14,,Surface,6,Image 1,1,12,
938.298,,Surface,6,Image 1,1,13,
