
Area
 ==================== 
Area,Unit,Category,Time,ID,
1144.81,um^2,Surface,1,0,
1495.18,um^2,Surface,1,1,
2269.21,um^2,Surface,1,2,
1429.89,um^2,Surface,1,3,
2064.48,um^2,Surface,1,4,
7028.64,um^2,Surface,1,5,
2056.9,um^2,Surface,1,6,
1057.41,um^2,Surface,1,7,
3513.07,um^2,Surface,1,8,
1198.35,um^2,Surface,1,9,
5930.15,um^2,Surface,1,10,
10206.8,um^2,Surface,1,11,
1688.94,um^2,Surface,1,12,
18764.5,um^2,Surface,1,13,
1148.28,um^2,Surface,1,14,
3293.21,um^2,Surface,1,15,
3521.23,um^2,Surface,1,16,
988.759,um^2,Surface,1,17,
4020.19,um^2,Surface,1,18,
2101.99,um^2,Surface,1,19,
4639.17,um^2,Surface,1,20,
3266.55,um^2,Surface,1,21,
752.571,um^2,Surface,1,22,
