
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.316743,,Surface,1,0,
0.176436,,Surface,1,1,
0.0888189,,Surface,1,2,
0.078403,,Surface,1,3,
0.134469,,Surface,1,4,
0.0835934,,Surface,1,5,
0.140431,,Surface,1,6,
0.268296,,Surface,1,7,
0.0896904,,Surface,1,8,
0.170337,,Surface,1,9,
0.15768,,Surface,1,10,
0.140192,,Surface,1,11,
0.103359,,Surface,1,12,
0.0927768,,Surface,1,13,
0.415715,,Surface,1,14,
0.24919,,Surface,1,15,
0.195723,,Surface,1,16,
0.195031,,Surface,1,17,
0.103893,,Surface,1,18,
0.174958,,Surface,1,19,
0.11232,,Surface,1,20,
0.170674,,Surface,1,21,
0.258281,,Surface,1,22,
