
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
841,,Surface,3,Image 1,1,0,
587,,Surface,3,Image 1,1,1,
725,,Surface,3,Image 1,1,2,
1042,,Surface,3,Image 1,1,3,
762,,Surface,3,Image 1,1,4,
809,,Surface,3,Image 1,1,5,
827,,Surface,3,Image 1,1,6,
758,,Surface,3,Image 1,1,7,
814,,Surface,3,Image 1,1,8,
960,,Surface,3,Image 1,1,9,
301,,Surface,3,Image 1,1,10,
427,,Surface,3,Image 1,1,11,
878,,Surface,3,Image 1,1,12,
271,,Surface,3,Image 1,1,13,
958,,Surface,3,Image 1,1,14,
346,,Surface,3,Image 1,1,15,
437,,Surface,3,Image 1,1,16,
1152,,Surface,3,Image 1,1,17,
936,,Surface,3,Image 1,1,18,
712,,Surface,3,Image 1,1,19,
755,,Surface,3,Image 1,1,20,
504,,Surface,3,Image 1,1,21,
832,,Surface,3,Image 1,1,22,
