
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.19409e+07,,Surface,6,Image 1,1,0,
1.17248e+07,,Surface,6,Image 1,1,1,
1.25285e+08,,Surface,6,Image 1,1,2,
3.54694e+07,,Surface,6,Image 1,1,3,
4.0153e+07,,Surface,6,Image 1,1,4,
3.99047e+08,,Surface,6,Image 1,1,5,
1.24871e+08,,Surface,6,Image 1,1,6,
3.17306e+06,,Surface,6,Image 1,1,7,
1.43024e+08,,Surface,6,Image 1,1,8,
4.68189e+07,,Surface,6,Image 1,1,9,
1.5418e+08,,Surface,6,Image 1,1,10,
3.95945e+08,,Surface,6,Image 1,1,11,
5.30019e+07,,Surface,6,Image 1,1,12,
3.50682e+08,,Surface,6,Image 1,1,13,
3.36411e+07,,Surface,6,Image 1,1,14,
6.84513e+07,,Surface,6,Image 1,1,15,
8.60969e+07,,Surface,6,Image 1,1,16,
4.15538e+07,,Surface,6,Image 1,1,17,
1.62173e+08,,Surface,6,Image 1,1,18,
4.41076e+07,,Surface,6,Image 1,1,19,
1.30599e+08,,Surface,6,Image 1,1,20,
8.16414e+07,,Surface,6,Image 1,1,21,
4.31824e+07,,Surface,6,Image 1,1,22,
