
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
317.95,342.557,28.3462,um,Surface,Position,1,0,
277.612,278.275,27.6319,um,Surface,Position,1,1,
221.035,278.721,25.5308,um,Surface,Position,1,2,
243.554,249.58,24.5407,um,Surface,Position,1,3,
258.121,214.924,25.7876,um,Surface,Position,1,4,
307.842,183.533,24.6977,um,Surface,Position,1,5,
337.154,79.9065,23.7489,um,Surface,Position,1,6,
152.835,241.195,28.318,um,Surface,Position,1,7,
290.182,123.109,23.2513,um,Surface,Position,1,8,
130.591,246.842,24.9322,um,Surface,Position,1,9,
184.718,201.198,29.1676,um,Surface,Position,1,10,
217.835,155.89,30.0484,um,Surface,Position,1,11,
81.1857,238.007,26.4802,um,Surface,Position,1,12,
84.8078,292.803,29.2755,um,Surface,Position,1,13,
287.882,15.4446,25.3676,um,Surface,Position,1,14,
214.374,100.671,27.6005,um,Surface,Position,1,15,
134.924,177.19,32.5427,um,Surface,Position,1,16,
64.6253,178.008,25.7956,um,Surface,Position,1,17,
13.564,231.9,26.7646,um,Surface,Position,1,18,
116.535,92.8591,27.8339,um,Surface,Position,1,19,
137.152,54.6339,28.6326,um,Surface,Position,1,20,
178.184,15.1087,29.628,um,Surface,Position,1,21,
69.9455,17.9793,24.3029,um,Surface,Position,1,22,
