
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1959.52,,Surface,2,Image 1,1,0,
2344.1,,Surface,2,Image 1,1,1,
2860.1,,Surface,2,Image 1,1,2,
2827.44,,Surface,2,Image 1,1,3,
2484.37,,Surface,2,Image 1,1,4,
2389.97,,Surface,2,Image 1,1,5,
1903.52,,Surface,2,Image 1,1,6,
2988.65,,Surface,2,Image 1,1,7,
2840.3,,Surface,2,Image 1,1,8,
2567.73,,Surface,2,Image 1,1,9,
2113.12,,Surface,2,Image 1,1,10,
3093.67,,Surface,2,Image 1,1,11,
2153.53,,Surface,2,Image 1,1,12,
2639.95,,Surface,2,Image 1,1,13,
1898.71,,Surface,2,Image 1,1,14,
8968.32,,Surface,2,Image 1,1,15,
1941.52,,Surface,2,Image 1,1,16,
1944.43,,Surface,2,Image 1,1,17,
2550.23,,Surface,2,Image 1,1,18,
2300.56,,Surface,2,Image 1,1,19,
1842.78,,Surface,2,Image 1,1,20,
1509.69,,Surface,2,Image 1,1,21,
1812.21,,Surface,2,Image 1,1,22,
