
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
5037.21,,Surface,1,Image 1,1,0,
5800.74,,Surface,1,Image 1,1,1,
5230.19,,Surface,1,Image 1,1,2,
5834.42,,Surface,1,Image 1,1,3,
7306.87,,Surface,1,Image 1,1,4,
5976.04,,Surface,1,Image 1,1,5,
4619.44,,Surface,1,Image 1,1,6,
2131.18,,Surface,1,Image 1,1,7,
4431.59,,Surface,1,Image 1,1,8,
4337.82,,Surface,1,Image 1,1,9,
4414.64,,Surface,1,Image 1,1,10,
5735.7,,Surface,1,Image 1,1,11,
4720.38,,Surface,1,Image 1,1,12,
7765.98,,Surface,1,Image 1,1,13,
5713.83,,Surface,1,Image 1,1,14,
7120.14,,Surface,1,Image 1,1,15,
4975.95,,Surface,1,Image 1,1,16,
3280.58,,Surface,1,Image 1,1,17,
4458.74,,Surface,1,Image 1,1,18,
6634.39,,Surface,1,Image 1,1,19,
5212.99,,Surface,1,Image 1,1,20,
4776.75,,Surface,1,Image 1,1,21,
2360.04,,Surface,1,Image 1,1,22,
