
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
56529,,Surface,1,Image 1,1,0,
42153,,Surface,1,Image 1,1,1,
65535,,Surface,1,Image 1,1,2,
65535,,Surface,1,Image 1,1,3,
64711,,Surface,1,Image 1,1,4,
65535,,Surface,1,Image 1,1,5,
65064,,Surface,1,Image 1,1,6,
9237,,Surface,1,Image 1,1,7,
65535,,Surface,1,Image 1,1,8,
64657,,Surface,1,Image 1,1,9,
65535,,Surface,1,Image 1,1,10,
65535,,Surface,1,Image 1,1,11,
65535,,Surface,1,Image 1,1,12,
65535,,Surface,1,Image 1,1,13,
58682,,Surface,1,Image 1,1,14,
65535,,Surface,1,Image 1,1,15,
63734,,Surface,1,Image 1,1,16,
61994,,Surface,1,Image 1,1,17,
65535,,Surface,1,Image 1,1,18,
65368,,Surface,1,Image 1,1,19,
65535,,Surface,1,Image 1,1,20,
65535,,Surface,1,Image 1,1,21,
41296,,Surface,1,Image 1,1,22,
