
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.542893,,Surface,1,0,
0.314234,,Surface,1,1,
0.749456,,Surface,1,2,
0.604868,,Surface,1,3,
0.650971,,Surface,1,4,
0.410967,,Surface,1,5,
0.735371,,Surface,1,6,
0.528789,,Surface,1,7,
0.2405,,Surface,1,8,
0.330294,,Surface,1,9,
0.634564,,Surface,1,10,
0.460035,,Surface,1,11,
0.648241,,Surface,1,12,
0.401951,,Surface,1,13,
0.445297,,Surface,1,14,
0.397974,,Surface,1,15,
0.557066,,Surface,1,16,
0.64944,,Surface,1,17,
0.631826,,Surface,1,18,
0.695996,,Surface,1,19,
0.808598,,Surface,1,20,
0.683828,,Surface,1,21,
0.580673,,Surface,1,22,
