
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
4135.66,,Surface,5,Image 1,1,0,
1487.16,,Surface,5,Image 1,1,1,
6939.06,,Surface,5,Image 1,1,2,
5431.34,,Surface,5,Image 1,1,3,
4093.48,,Surface,5,Image 1,1,4,
7237.54,,Surface,5,Image 1,1,5,
5765,,Surface,5,Image 1,1,6,
345.876,,Surface,5,Image 1,1,7,
4178.12,,Surface,5,Image 1,1,8,
6065.3,,Surface,5,Image 1,1,9,
3059.06,,Surface,5,Image 1,1,10,
5377.69,,Surface,5,Image 1,1,11,
6832.94,,Surface,5,Image 1,1,12,
4373.49,,Surface,5,Image 1,1,13,
5462.99,,Surface,5,Image 1,1,14,
2835.75,,Surface,5,Image 1,1,15,
6381.94,,Surface,5,Image 1,1,16,
3726.18,,Surface,5,Image 1,1,17,
5627.24,,Surface,5,Image 1,1,18,
6711.45,,Surface,5,Image 1,1,19,
4788.96,,Surface,5,Image 1,1,20,
5219.09,,Surface,5,Image 1,1,21,
2211.03,,Surface,5,Image 1,1,22,
