
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
8.10123e+07,,Surface,2,Image 1,1,0,
1.2739e+08,,Surface,2,Image 1,1,1,
2.77667e+08,,Surface,2,Image 1,1,2,
1.19273e+08,,Surface,2,Image 1,1,3,
2.08973e+08,,Surface,2,Image 1,1,4,
9.03766e+08,,Surface,2,Image 1,1,5,
2.21941e+08,,Surface,2,Image 1,1,6,
1.52947e+08,,Surface,2,Image 1,1,7,
3.13961e+08,,Surface,2,Image 1,1,8,
1.12143e+08,,Surface,2,Image 1,1,9,
7.18881e+08,,Surface,2,Image 1,1,10,
1.6921e+09,,Surface,2,Image 1,1,11,
1.43535e+08,,Surface,2,Image 1,1,12,
2.56337e+09,,Surface,2,Image 1,1,13,
8.09703e+07,,Surface,2,Image 1,1,14,
1.53969e+09,,Surface,2,Image 1,1,15,
2.37572e+08,,Surface,2,Image 1,1,16,
9.67003e+07,,Surface,2,Image 1,1,17,
4.57725e+08,,Surface,2,Image 1,1,18,
1.88708e+08,,Surface,2,Image 1,1,19,
4.39618e+08,,Surface,2,Image 1,1,20,
2.75567e+08,,Surface,2,Image 1,1,21,
6.31228e+07,,Surface,2,Image 1,1,22,
