
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
6912.36,,Surface,7,Image 1,1,0,
1199.65,,Surface,7,Image 1,1,1,
12128.4,,Surface,7,Image 1,1,2,
3133.86,,Surface,7,Image 1,1,3,
1970.98,,Surface,7,Image 1,1,4,
11217.3,,Surface,7,Image 1,1,5,
13521,,Surface,7,Image 1,1,6,
244.618,,Surface,7,Image 1,1,7,
4822.3,,Surface,7,Image 1,1,8,
8337.87,,Surface,7,Image 1,1,9,
4618.73,,Surface,7,Image 1,1,10,
6689.27,,Surface,7,Image 1,1,11,
7500.49,,Surface,7,Image 1,1,12,
3172.16,,Surface,7,Image 1,1,13,
7785.06,,Surface,7,Image 1,1,14,
1480.45,,Surface,7,Image 1,1,15,
5969.03,,Surface,7,Image 1,1,16,
12501.8,,Surface,7,Image 1,1,17,
5947.89,,Surface,7,Image 1,1,18,
6306.03,,Surface,7,Image 1,1,19,
6798.55,,Surface,7,Image 1,1,20,
6554.87,,Surface,7,Image 1,1,21,
13933,,Surface,7,Image 1,1,22,
