
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
86,,Surface,2,Image 1,1,0,
138,,Surface,2,Image 1,1,1,
108,,Surface,2,Image 1,1,2,
177,,Surface,2,Image 1,1,3,
123,,Surface,2,Image 1,1,4,
55,,Surface,2,Image 1,1,5,
73,,Surface,2,Image 1,1,6,
201,,Surface,2,Image 1,1,7,
76,,Surface,2,Image 1,1,8,
120,,Surface,2,Image 1,1,9,
46,,Surface,2,Image 1,1,10,
0,,Surface,2,Image 1,1,11,
68,,Surface,2,Image 1,1,12,
20,,Surface,2,Image 1,1,13,
105,,Surface,2,Image 1,1,14,
125,,Surface,2,Image 1,1,15,
40,,Surface,2,Image 1,1,16,
21,,Surface,2,Image 1,1,17,
144,,Surface,2,Image 1,1,18,
101,,Surface,2,Image 1,1,19,
45,,Surface,2,Image 1,1,20,
55,,Surface,2,Image 1,1,21,
107,,Surface,2,Image 1,1,22,
