
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
269.303,327.43,37.2296,um,Surface,Position,1,0,
255.382,195.548,40.3014,um,Surface,Position,1,1,
309.947,117.553,39.9985,um,Surface,Position,1,2,
197.198,237.268,39.8287,um,Surface,Position,1,3,
153.034,260.474,37.5773,um,Surface,Position,1,4,
78.0489,276.45,35.5646,um,Surface,Position,1,5,
7.736,266.715,34.9423,um,Surface,Position,1,6,
264.951,30.7701,30.8219,um,Surface,Position,1,7,
202.407,34.4009,36.3298,um,Surface,Position,1,8,
109.883,151.708,34.5366,um,Surface,Position,1,9,
45.1393,155.598,36.1497,um,Surface,Position,1,10,
70.044,57.6195,36.8485,um,Surface,Position,1,11,
