
Area
 ==================== 
Area,Unit,Category,Time,ID,
6040.49,um^2,Surface,1,0,
1968.54,um^2,Surface,1,1,
975.251,um^2,Surface,1,2,
5212.5,um^2,Surface,1,3,
2170.95,um^2,Surface,1,4,
11204.5,um^2,Surface,1,5,
1588.21,um^2,Surface,1,6,
12754,um^2,Surface,1,7,
1462.51,um^2,Surface,1,8,
8332.56,um^2,Surface,1,9,
1565.98,um^2,Surface,1,10,
3105.26,um^2,Surface,1,11,
1508.94,um^2,Surface,1,12,
2152.97,um^2,Surface,1,13,
1073.46,um^2,Surface,1,14,
4211.29,um^2,Surface,1,15,
2882.91,um^2,Surface,1,16,
19042.7,um^2,Surface,1,17,
8487.22,um^2,Surface,1,18,
1315.53,um^2,Surface,1,19,
3661.31,um^2,Surface,1,20,
