
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
320.756,338.841,21.0707,um,Surface,Position,1,0,
268.981,339.14,21.6747,um,Surface,Position,1,1,
326.756,256.175,24.3671,um,Surface,Position,1,2,
226.893,314.921,26.2119,um,Surface,Position,1,3,
347.819,158.902,22.3983,um,Surface,Position,1,4,
259.642,253.803,23.6319,um,Surface,Position,1,5,
222.083,260.476,19.3736,um,Surface,Position,1,6,
293.703,190.856,23.4029,um,Surface,Position,1,7,
124.772,308.051,26.3527,um,Surface,Position,1,8,
338.869,100.352,20.6344,um,Surface,Position,1,9,
205.454,190.114,19.4305,um,Surface,Position,1,10,
271.67,133.015,20.1467,um,Surface,Position,1,11,
150.677,241.001,18.4508,um,Surface,Position,1,12,
83.3593,277.632,19.9447,um,Surface,Position,1,13,
266.592,34.9568,25.829,um,Surface,Position,1,14,
36.5526,278.844,26.6659,um,Surface,Position,1,15,
118.399,141.888,22.5588,um,Surface,Position,1,16,
202.068,90.9031,20.4921,um,Surface,Position,1,17,
60.7974,166.089,20.8834,um,Surface,Position,1,18,
102.086,66.0299,22.278,um,Surface,Position,1,19,
19.636,50.9936,20.7585,um,Surface,Position,1,20,
