
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.69676,,Surface,1,0,
0.801009,,Surface,1,1,
0.685597,,Surface,1,2,
0.688734,,Surface,1,3,
0.311558,,Surface,1,4,
0.713686,,Surface,1,5,
0.32963,,Surface,1,6,
0.754351,,Surface,1,7,
0.563277,,Surface,1,8,
0.576116,,Surface,1,9,
0.38791,,Surface,1,10,
0.802241,,Surface,1,11,
0.251395,,Surface,1,12,
0.642574,,Surface,1,13,
0.63941,,Surface,1,14,
0.742647,,Surface,1,15,
0.698292,,Surface,1,16,
0.3545,,Surface,1,17,
0.644064,,Surface,1,18,
0.242504,,Surface,1,19,
0.775635,,Surface,1,20,
