
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,0,
0,,Surface,8,Image 1,1,1,
3.13654e+06,,Surface,8,Image 1,1,2,
2.69159e+06,,Surface,8,Image 1,1,3,
1.38675e+07,,Surface,8,Image 1,1,4,
1.20823e+08,,Surface,8,Image 1,1,5,
5.04335e+07,,Surface,8,Image 1,1,6,
1.31635e+08,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
2.30573e+08,,Surface,8,Image 1,1,9,
961849,,Surface,8,Image 1,1,10,
0,,Surface,8,Image 1,1,11,
2.82485e+07,,Surface,8,Image 1,1,12,
486065,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
2.7686e+08,,Surface,8,Image 1,1,15,
3.85803e+06,,Surface,8,Image 1,1,16,
3.08059e+08,,Surface,8,Image 1,1,17,
634125,,Surface,8,Image 1,1,18,
0,,Surface,8,Image 1,1,19,
0,,Surface,8,Image 1,1,20,
