
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.418855,,Surface,1,0,
0.372661,,Surface,1,1,
0.502735,,Surface,1,2,
0.267104,,Surface,1,3,
0.446214,,Surface,1,4,
0.339256,,Surface,1,5,
0.388607,,Surface,1,6,
0.309488,,Surface,1,7,
0.494826,,Surface,1,8,
0.304102,,Surface,1,9,
0.389854,,Surface,1,10,
0.497212,,Surface,1,11,
0.392017,,Surface,1,12,
0.372904,,Surface,1,13,
0.522425,,Surface,1,14,
0.428189,,Surface,1,15,
0.390511,,Surface,1,16,
0.246821,,Surface,1,17,
0.288854,,Surface,1,18,
0.461399,,Surface,1,19,
0.287397,,Surface,1,20,
