
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
10575.8,,Surface,7,Image 1,1,0,
5148.53,,Surface,7,Image 1,1,1,
12672.4,,Surface,7,Image 1,1,2,
3551.94,,Surface,7,Image 1,1,3,
4000.51,,Surface,7,Image 1,1,4,
7047.17,,Surface,7,Image 1,1,5,
5399.11,,Surface,7,Image 1,1,6,
7705.34,,Surface,7,Image 1,1,7,
10223.4,,Surface,7,Image 1,1,8,
8922.29,,Surface,7,Image 1,1,9,
2005.73,,Surface,7,Image 1,1,10,
8487.87,,Surface,7,Image 1,1,11,
4896.82,,Surface,7,Image 1,1,12,
7470.64,,Surface,7,Image 1,1,13,
10056,,Surface,7,Image 1,1,14,
7895.28,,Surface,7,Image 1,1,15,
14805.8,,Surface,7,Image 1,1,16,
8988.31,,Surface,7,Image 1,1,17,
11873,,Surface,7,Image 1,1,18,
11324.2,,Surface,7,Image 1,1,19,
7154.9,,Surface,7,Image 1,1,20,
