
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.157648,,Surface,1,0,
0.117171,,Surface,1,1,
0.2042,,Surface,1,2,
0.0912301,,Surface,1,3,
0.542902,,Surface,1,4,
0.127018,,Surface,1,5,
0.206534,,Surface,1,6,
0.0919009,,Surface,1,7,
0.291522,,Surface,1,8,
0.190036,,Surface,1,9,
0.215943,,Surface,1,10,
0.122746,,Surface,1,11,
0.115449,,Surface,1,12,
0.0682082,,Surface,1,13,
0.224471,,Surface,1,14,
0.139653,,Surface,1,15,
0.194822,,Surface,1,16,
0.088726,,Surface,1,17,
0.0972453,,Surface,1,18,
0.594915,,Surface,1,19,
0.107711,,Surface,1,20,
