
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
467.056,um,Surface,Distance from Origin,1,0,
433.401,um,Surface,Distance from Origin,1,1,
415.92,um,Surface,Distance from Origin,1,2,
389.027,um,Surface,Distance from Origin,1,3,
383.053,um,Surface,Distance from Origin,1,4,
363.852,um,Surface,Distance from Origin,1,5,
342.847,um,Surface,Distance from Origin,1,6,
351.048,um,Surface,Distance from Origin,1,7,
333.404,um,Surface,Distance from Origin,1,8,
354.017,um,Surface,Distance from Origin,1,9,
280.593,um,Surface,Distance from Origin,1,10,
303.155,um,Surface,Distance from Origin,1,11,
284.826,um,Surface,Distance from Origin,1,12,
290.562,um,Surface,Distance from Origin,1,13,
270.112,um,Surface,Distance from Origin,1,14,
282.491,um,Surface,Distance from Origin,1,15,
186.17,um,Surface,Distance from Origin,1,16,
222.519,um,Surface,Distance from Origin,1,17,
178.096,um,Surface,Distance from Origin,1,18,
123.603,um,Surface,Distance from Origin,1,19,
58.4537,um,Surface,Distance from Origin,1,20,
