
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.392833,,Surface,1,0,
0.0823398,,Surface,1,1,
0.0443493,,Surface,1,2,
0.096479,,Surface,1,3,
0.126697,,Surface,1,4,
0.107731,,Surface,1,5,
0.19777,,Surface,1,6,
0.2674,,Surface,1,7,
0.304471,,Surface,1,8,
0.0879365,,Surface,1,9,
0.291932,,Surface,1,10,
0.149445,,Surface,1,11,
0.0449554,,Surface,1,12,
0.202761,,Surface,1,13,
0.0433613,,Surface,1,14,
0.130532,,Surface,1,15,
0.135071,,Surface,1,16,
0.0774791,,Surface,1,17,
0.232205,,Surface,1,18,
0.0486619,,Surface,1,19,
0.132797,,Surface,1,20,
0.0293692,,Surface,1,21,
0.173852,,Surface,1,22,
0.162874,,Surface,1,23,
0.223919,,Surface,1,24,
0.0557238,,Surface,1,25,
0.353269,,Surface,1,26,
0.390507,,Surface,1,27,
