
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2457,,Surface,4,Image 1,1,0,
2198,,Surface,4,Image 1,1,1,
1613,,Surface,4,Image 1,1,2,
1698,,Surface,4,Image 1,1,3,
2294,,Surface,4,Image 1,1,4,
1806,,Surface,4,Image 1,1,5,
2389,,Surface,4,Image 1,1,6,
2162,,Surface,4,Image 1,1,7,
1931,,Surface,4,Image 1,1,8,
2012,,Surface,4,Image 1,1,9,
2358,,Surface,4,Image 1,1,10,
2401,,Surface,4,Image 1,1,11,
1753,,Surface,4,Image 1,1,12,
1803,,Surface,4,Image 1,1,13,
1612,,Surface,4,Image 1,1,14,
2345,,Surface,4,Image 1,1,15,
1693,,Surface,4,Image 1,1,16,
1427,,Surface,4,Image 1,1,17,
2433,,Surface,4,Image 1,1,18,
1377,,Surface,4,Image 1,1,19,
2477,,Surface,4,Image 1,1,20,
1655,,Surface,4,Image 1,1,21,
2582,,Surface,4,Image 1,1,22,
1984,,Surface,4,Image 1,1,23,
1618,,Surface,4,Image 1,1,24,
1502,,Surface,4,Image 1,1,25,
2047,,Surface,4,Image 1,1,26,
2437,,Surface,4,Image 1,1,27,
