
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
0,,Surface,7,Image 1,1,0,
375.131,,Surface,7,Image 1,1,1,
3580.31,,Surface,7,Image 1,1,2,
177.983,,Surface,7,Image 1,1,3,
0,,Surface,7,Image 1,1,4,
265.11,,Surface,7,Image 1,1,5,
98.6341,,Surface,7,Image 1,1,6,
0,,Surface,7,Image 1,1,7,
490.543,,Surface,7,Image 1,1,8,
503.864,,Surface,7,Image 1,1,9,
183.579,,Surface,7,Image 1,1,10,
895.951,,Surface,7,Image 1,1,11,
664.133,,Surface,7,Image 1,1,12,
389.016,,Surface,7,Image 1,1,13,
186.512,,Surface,7,Image 1,1,14,
0,,Surface,7,Image 1,1,15,
1078.39,,Surface,7,Image 1,1,16,
1390.93,,Surface,7,Image 1,1,17,
0,,Surface,7,Image 1,1,18,
289.862,,Surface,7,Image 1,1,19,
368.21,,Surface,7,Image 1,1,20,
353.333,,Surface,7,Image 1,1,21,
199.23,,Surface,7,Image 1,1,22,
0,,Surface,7,Image 1,1,23,
0,,Surface,7,Image 1,1,24,
1211.6,,Surface,7,Image 1,1,25,
0,,Surface,7,Image 1,1,26,
0,,Surface,7,Image 1,1,27,
