
Intensity Median Ch=4 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
7500.03,,Surface,4,Image 1,1,0,
7974.2,,Surface,4,Image 1,1,1,
10431,,Surface,4,Image 1,1,2,
7811.61,,Surface,4,Image 1,1,3,
7083.16,,Surface,4,Image 1,1,4,
7855.67,,Surface,4,Image 1,1,5,
7119.37,,Surface,4,Image 1,1,6,
7066.15,,Surface,4,Image 1,1,7,
7565.02,,Surface,4,Image 1,1,8,
6650.26,,Surface,4,Image 1,1,9,
7439.86,,Surface,4,Image 1,1,10,
7277.54,,Surface,4,Image 1,1,11,
7517.16,,Surface,4,Image 1,1,12,
7594.43,,Surface,4,Image 1,1,13,
8716.31,,Surface,4,Image 1,1,14,
7572,,Surface,4,Image 1,1,15,
9647.65,,Surface,4,Image 1,1,16,
7924.14,,Surface,4,Image 1,1,17,
7379.68,,Surface,4,Image 1,1,18,
7927.66,,Surface,4,Image 1,1,19,
6894.92,,Surface,4,Image 1,1,20,
7563.33,,Surface,4,Image 1,1,21,
7731.29,,Surface,4,Image 1,1,22,
8769.61,,Surface,4,Image 1,1,23,
8192.88,,Surface,4,Image 1,1,24,
9173.53,,Surface,4,Image 1,1,25,
7227.68,,Surface,4,Image 1,1,26,
8313.83,,Surface,4,Image 1,1,27,
