
Area
 ==================== 
Area,Unit,Category,Time,ID,
962.443,um^2,Surface,1,0,
2997.3,um^2,Surface,1,1,
17377.8,um^2,Surface,1,2,
5275.27,um^2,Surface,1,3,
4193.21,um^2,Surface,1,4,
8978.69,um^2,Surface,1,5,
2054.92,um^2,Surface,1,6,
1479.44,um^2,Surface,1,7,
1122.52,um^2,Surface,1,8,
3594.3,um^2,Surface,1,9,
1664.23,um^2,Surface,1,10,
1540.31,um^2,Surface,1,11,
17049.6,um^2,Surface,1,12,
1918.19,um^2,Surface,1,13,
16192.2,um^2,Surface,1,14,
1135.37,um^2,Surface,1,15,
6226.18,um^2,Surface,1,16,
4734.63,um^2,Surface,1,17,
1148.36,um^2,Surface,1,18,
2510.9,um^2,Surface,1,19,
1414.08,um^2,Surface,1,20,
24018.2,um^2,Surface,1,21,
1631.61,um^2,Surface,1,22,
862.354,um^2,Surface,1,23,
1350.48,um^2,Surface,1,24,
14339,um^2,Surface,1,25,
1855.18,um^2,Surface,1,26,
1006.8,um^2,Surface,1,27,
