
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
1014.15,um^3,Surface,1,0,
4933.03,um^3,Surface,1,1,
41456.8,um^3,Surface,1,2,
8344.4,um^3,Surface,1,3,
4410.17,um^3,Surface,1,4,
12659.5,um^3,Surface,1,5,
2265.07,um^3,Surface,1,6,
1606.54,um^3,Surface,1,7,
1282.04,um^3,Surface,1,8,
3157.2,um^3,Surface,1,9,
2030.06,um^3,Surface,1,10,
1513.88,um^3,Surface,1,11,
23779.2,um^3,Surface,1,12,
2076.88,um^3,Surface,1,13,
29571,um^3,Surface,1,14,
1667.93,um^3,Surface,1,15,
13009.4,um^3,Surface,1,16,
6321.91,um^3,Surface,1,17,
1464.27,um^3,Surface,1,18,
2765.73,um^3,Surface,1,19,
1213.35,um^3,Surface,1,20,
35119.4,um^3,Surface,1,21,
2193.6,um^3,Surface,1,22,
1051.59,um^3,Surface,1,23,
1510.1,um^3,Surface,1,24,
32075.3,um^3,Surface,1,25,
1624.96,um^3,Surface,1,26,
1205.08,um^3,Surface,1,27,
