
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
4.19824e+07,,Surface,5,Image 1,1,0,
5.82536e+08,,Surface,5,Image 1,1,1,
3.29309e+09,,Surface,5,Image 1,1,2,
3.63445e+08,,Surface,5,Image 1,1,3,
2.27681e+08,,Surface,5,Image 1,1,4,
5.28096e+08,,Surface,5,Image 1,1,5,
2.56166e+07,,Surface,5,Image 1,1,6,
1.31519e+07,,Surface,5,Image 1,1,7,
4.91712e+07,,Surface,5,Image 1,1,8,
1.0324e+08,,Surface,5,Image 1,1,9,
9.67222e+07,,Surface,5,Image 1,1,10,
5.14428e+07,,Surface,5,Image 1,1,11,
1.27058e+09,,Surface,5,Image 1,1,12,
1.33691e+08,,Surface,5,Image 1,1,13,
9.73514e+08,,Surface,5,Image 1,1,14,
1.58649e+07,,Surface,5,Image 1,1,15,
6.54382e+08,,Surface,5,Image 1,1,16,
6.24425e+08,,Surface,5,Image 1,1,17,
1.6353e+07,,Surface,5,Image 1,1,18,
1.44325e+08,,Surface,5,Image 1,1,19,
5.53594e+07,,Surface,5,Image 1,1,20,
1.87944e+09,,Surface,5,Image 1,1,21,
6.17215e+07,,Surface,5,Image 1,1,22,
8.73766e+07,,Surface,5,Image 1,1,23,
1.3535e+08,,Surface,5,Image 1,1,24,
2.06635e+09,,Surface,5,Image 1,1,25,
5.00873e+07,,Surface,5,Image 1,1,26,
1.57837e+08,,Surface,5,Image 1,1,27,
