
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3403.99,,Surface,1,Image 1,1,0,
7662.83,,Surface,1,Image 1,1,1,
5681.12,,Surface,1,Image 1,1,2,
4432.48,,Surface,1,Image 1,1,3,
5319.67,,Surface,1,Image 1,1,4,
4277.93,,Surface,1,Image 1,1,5,
1259.7,,Surface,1,Image 1,1,6,
1641.32,,Surface,1,Image 1,1,7,
2953.93,,Surface,1,Image 1,1,8,
3115.45,,Surface,1,Image 1,1,9,
4488.27,,Surface,1,Image 1,1,10,
2926.76,,Surface,1,Image 1,1,11,
4644.34,,Surface,1,Image 1,1,12,
4033.34,,Surface,1,Image 1,1,13,
4151.66,,Surface,1,Image 1,1,14,
1315.36,,Surface,1,Image 1,1,15,
4819.45,,Surface,1,Image 1,1,16,
6989.54,,Surface,1,Image 1,1,17,
2551.89,,Surface,1,Image 1,1,18,
6392.73,,Surface,1,Image 1,1,19,
3616.77,,Surface,1,Image 1,1,20,
5526.99,,Surface,1,Image 1,1,21,
2544.83,,Surface,1,Image 1,1,22,
3565.55,,Surface,1,Image 1,1,23,
5305.19,,Surface,1,Image 1,1,24,
5496.44,,Surface,1,Image 1,1,25,
2393.05,,Surface,1,Image 1,1,26,
6163.26,,Surface,1,Image 1,1,27,
