
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
464.383,um,Surface,Distance from Origin,1,0,
410.527,um,Surface,Distance from Origin,1,1,
384.388,um,Surface,Distance from Origin,1,2,
359.5,um,Surface,Distance from Origin,1,3,
367.965,um,Surface,Distance from Origin,1,4,
346.484,um,Surface,Distance from Origin,1,5,
316.995,um,Surface,Distance from Origin,1,6,
334.354,um,Surface,Distance from Origin,1,7,
278.356,um,Surface,Distance from Origin,1,8,
280.387,um,Surface,Distance from Origin,1,9,
343.97,um,Surface,Distance from Origin,1,10,
271.55,um,Surface,Distance from Origin,1,11,
286.174,um,Surface,Distance from Origin,1,12,
241.891,um,Surface,Distance from Origin,1,13,
200.047,um,Surface,Distance from Origin,1,14,
257.283,um,Surface,Distance from Origin,1,15,
214.16,um,Surface,Distance from Origin,1,16,
211.37,um,Surface,Distance from Origin,1,17,
176.731,um,Surface,Distance from Origin,1,18,
41.165,um,Surface,Distance from Origin,1,19,
