
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2163,,Surface,4,Image 1,1,0,
2157,,Surface,4,Image 1,1,1,
2325,,Surface,4,Image 1,1,2,
2841,,Surface,4,Image 1,1,3,
2161,,Surface,4,Image 1,1,4,
1954,,Surface,4,Image 1,1,5,
2281,,Surface,4,Image 1,1,6,
2734,,Surface,4,Image 1,1,7,
2702,,Surface,4,Image 1,1,8,
2900,,Surface,4,Image 1,1,9,
2718,,Surface,4,Image 1,1,10,
2445,,Surface,4,Image 1,1,11,
2541,,Surface,4,Image 1,1,12,
2487,,Surface,4,Image 1,1,13,
2914,,Surface,4,Image 1,1,14,
2340,,Surface,4,Image 1,1,15,
2953,,Surface,4,Image 1,1,16,
2147,,Surface,4,Image 1,1,17,
1646,,Surface,4,Image 1,1,18,
2762,,Surface,4,Image 1,1,19,
