
Intensity Max Ch=5 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
45227,,Surface,5,Image 1,1,0,
40937,,Surface,5,Image 1,1,1,
56850,,Surface,5,Image 1,1,2,
27042,,Surface,5,Image 1,1,3,
30642,,Surface,5,Image 1,1,4,
56892,,Surface,5,Image 1,1,5,
49256,,Surface,5,Image 1,1,6,
18560,,Surface,5,Image 1,1,7,
25356,,Surface,5,Image 1,1,8,
38810,,Surface,5,Image 1,1,9,
8838,,Surface,5,Image 1,1,10,
61123,,Surface,5,Image 1,1,11,
52296,,Surface,5,Image 1,1,12,
42156,,Surface,5,Image 1,1,13,
14638,,Surface,5,Image 1,1,14,
38692,,Surface,5,Image 1,1,15,
14610,,Surface,5,Image 1,1,16,
51319,,Surface,5,Image 1,1,17,
60246,,Surface,5,Image 1,1,18,
38779,,Surface,5,Image 1,1,19,
